FID,ogc_fid,education_sector,entity_type,school_no,school_name,school_type,school_status,_address_line_1,_address_line_2,address_town,address_state,address_postcode,_postal_address_line_1,_postal_address_line_2,postal_town,postal_state,postal_postcode,full_phone_no,lga_id,lga_name,x,y,wkb_geometry
vic_school_locations_2019.660,660,Government,1,4263,Cardross Primary School,Primary,O,415 Dairtnunk Avenue,,Cardross,VIC,3496,Post Office,,CARDROSS,VIC,3496,03 5024 1267,478,Mildura (RC),142.145,-34.288,MULTIPOINT ((-34.288009000878596 142.145041))
vic_school_locations_2019.661,661,Government,1,4265,Albion Primary School,Primary,O,Adelaide Street,,Albion,VIC,3020,ADELAIDE STREET,,ALBION,VIC,3020,03 9311 1325,118,Brimbank (C),144.8198,-37.7781,MULTIPOINT ((-37.77808300091381 144.819753))
vic_school_locations_2019.662,662,Government,1,4269,Lemnos Primary School,Primary,O,Lemnos Road,,Lemnos,VIC,3631,"74-76 Lemnos North Road,",,LEMNOS,VIC,3631,03 5829 9287,283,Greater Shepparton (C),145.4625,-36.3581,MULTIPOINT ((-36.35805300090109 145.462459))
vic_school_locations_2019.663,663,Government,1,4275,Tarwin Lower Primary School,Primary,O,School Road,,Tarwin Lower,VIC,3956,School Road,,TARWIN LOWER,VIC,3956,03 5663 5263,617,South Gippsland (S),145.8671,-38.7026,MULTIPOINT ((-38.70257400092087 145.86706))
vic_school_locations_2019.664,664,Government,1,4290,Nepean Special School,Special,O,33 Klauer St,,Seaford,VIC,3198,Po Box 2721,,SEAFORD,VIC,3198,03 9786 9111,217,Frankston (C),145.1423,-38.1194,MULTIPOINT ((-38.11943300091652 145.14232999999996))
vic_school_locations_2019.665,665,Government,1,4304,Brunswick South West Primary School,Primary,O,South Daly Street,,Brunswick West,VIC,3055,South Daly Street,,BRUNSWICK WEST,VIC,3055,03 9387 6886,525,Moreland (C),144.9435,-37.7706,MULTIPOINT ((-37.77057500091374 144.943522))
vic_school_locations_2019.666,666,Government,1,4309,Bell Primary School,Primary,O,78A Oakover Road,,Preston,VIC,3072,78a Oakover Road,,PRESTON,VIC,3072,03 9480 5622,189,Darebin (C),144.9906,-37.7477,MULTIPOINT ((-37.747698000913545 144.990613))
vic_school_locations_2019.667,667,Government,1,4314,Chatham Primary School,Primary,O,Weybridge Street,,Surrey Hills,VIC,3127,Weybridge Street,,SURREY HILLS,VIC,3127,03 9830 1933,111,Boroondara (C),145.0916,-37.8176,MULTIPOINT ((-37.81764700091413 145.091603))
vic_school_locations_2019.668,668,Government,1,4315,Caulfield South Primary School,Primary,O,24 Bundeera Road,,Caulfield South,VIC,3162,24 Bundeera Road,,CAULFIELD SOUTH,VIC,3162,03 9578 3718,231,Glen Eira (C),145.0308,-37.8953,MULTIPOINT ((-37.89525300091475 145.030799))
vic_school_locations_2019.669,669,Government,1,4317,Ashburton Primary School,Primary,O,Fakenham Road,,Ashburton,VIC,3147,FAKENHAM ROAD,,ASHBURTON,VIC,3147,03 9885 2559,111,Boroondara (C),145.0836,-37.8622,MULTIPOINT ((-37.86219900091448 145.083622))
vic_school_locations_2019.670,670,Government,1,4318,Bentleigh West Primary School,Primary,O,23 Brewer Road,,Bentleigh,VIC,3204,23 Brewer Road,,BENTLEIGH,VIC,3204,03 9557 1228,231,Glen Eira (C),145.0268,-37.9206,MULTIPOINT ((-37.920585000914954 145.02676699999998))
vic_school_locations_2019.671,671,Government,1,4324,Seaspray Primary School,Primary,O,15 Prospect Road,,Seaspray,VIC,3851,15 Prospect Road,,SEASPRAY,VIC,3851,03 5146 4393,681,Wellington (S),147.1706,-38.3565,MULTIPOINT ((-38.35648900091834 147.17062299999998))
vic_school_locations_2019.672,672,Government,1,4332,Anglesea Primary School,Primary,O,85 Camp Road,,Anglesea,VIC,3230,85 Camp Road,,ANGLESEA,VIC,3230,03 5263 1231,649,Surf Coast (S),144.1918,-38.3968,MULTIPOINT ((-38.39678000091864 144.191837))
vic_school_locations_2019.673,673,Government,1,4341,Briar Hill Primary School,Primary,O,25 Gladstone Road,,Briar Hill,VIC,3088,P O Box 49,,BRIAR HILL,VIC,3088,03 9435 1633,66,Banyule (C),145.1162,-37.7083,MULTIPOINT ((-37.70830700091323 145.116219))
vic_school_locations_2019.674,674,Government,1,4359,Zeerust Primary School,Primary,O,245 Zeerust Road,,Zeerust,VIC,3634,245 Zeerust Road,,ZEERUST,VIC,3634,03 5829 8282,283,Greater Shepparton (C),145.4051,-36.2772,MULTIPOINT ((-36.2771960009003 145.40506699999997))
vic_school_locations_2019.675,675,Government,1,4366,McKinnon Primary School,Primary,O,253 Tucker Road,,Ormond,VIC,3204,253 TUCKER ROAD,,ORMOND,VIC,3204,03 9578 1851,231,Glen Eira (C),145.0528,-37.908,MULTIPOINT ((-37.90804900091485 145.052795))
vic_school_locations_2019.676,676,Government,1,4384,Clayton South Primary School,Primary,O,539 Clayton Road,,Clayton South,VIC,3169,P O Box 1205,,CLAYTON SOUTH,VIC,3169,03 9558 0599,343,Kingston (C),145.1164,-37.9405,MULTIPOINT ((-37.940477000915116 145.11644))
vic_school_locations_2019.677,677,Government,1,4386,Ivanhoe East Primary School,Primary,O,35 Warncliffe Road,,Ivanhoe East,VIC,3079,35 Warncliffe Road,,IVANHOE EAST,VIC,3079,03 9499 2171,66,Banyule (C),145.0595,-37.7746,MULTIPOINT ((-37.77458700091376 145.05945299999996))
vic_school_locations_2019.678,678,Government,1,4387,Cobains Primary School,Primary,O,3 Crofts Road,,Cobains,VIC,3851,3 CROFTS ROAD,,COBAINS,VIC,3851,03 5149 8274,681,Wellington (S),147.1323,-38.0748,MULTIPOINT ((-38.07479400091617 147.132279))
vic_school_locations_2019.679,679,Government,1,4389,Mildura South Primary School,Primary,O,593 Deakin Avenue,,Mildura South,VIC,3501,P O Box SM73,,MILDURA SOUTH,VIC,3501,03 5023 2148,478,Mildura (RC),142.1268,-34.2135,MULTIPOINT ((-34.213477000877695 142.126787))
vic_school_locations_2019.680,680,Government,1,4398,Tate Street Primary School Geelong,Primary,O,Tate Street,,Geelong East,VIC,3219,TATE STREET,,GEELONG EAST,VIC,3219,03 5221 2780,275,Greater Geelong (C),144.3792,-38.1661,MULTIPOINT ((-38.16605300091688 144.379195))
vic_school_locations_2019.681,681,Government,1,4399,Brunswick North West Primary School,Primary,O,Culloden Street,,Brunswick West,VIC,3055,Culloden Street,,BRUNSWICK WEST,VIC,3055,03 9386 4624,525,Moreland (C),144.9436,-37.7567,MULTIPOINT ((-37.75670800091362 144.943592))
vic_school_locations_2019.682,682,Government,1,4401,Katandra West Primary School,Primary,O,17-27 Bankin Street,,Katandra West,VIC,3634,"17 - 27 Bankin Street,",,KATANDRA WEST,VIC,3634,03 5828 3350,283,Greater Shepparton (C),145.5607,-36.2255,MULTIPOINT ((-36.22546700089979 145.560714))
vic_school_locations_2019.683,683,Government,1,4407,Fleetwood Primary School,Primary,O,97 Fleetwood Drive,,Narre Warren,VIC,3805,97 FLEETWOOD DRIVE,,NARRE WARREN,VIC,3805,03 9705 2281,161,Casey (C),145.3181,-38.0393,MULTIPOINT ((-38.039305000915896 145.318095))
vic_school_locations_2019.684,684,Government,1,4429,Sandringham East Primary School,Primary,O,9 Holloway Road,,Sandringham,VIC,3191,9 Holloway Road,,SANDRINGHAM,VIC,3191,03 9598 1704,91,Bayside (C),145.0222,-37.9567,MULTIPOINT ((-37.956668000915236 145.022221))
vic_school_locations_2019.685,685,Government,1,4440,Seaholme Primary School,Primary,O,Cnr Millers Rd & Civic Parade,,Seaholme,VIC,3018,Box 171,,ALTONA,VIC,3018,03 9398 2806,311,Hobsons Bay (C),144.8399,-37.8642,MULTIPOINT ((-37.864212000914506 144.83990599999998))
vic_school_locations_2019.686,686,Government,1,4458,Somers Primary School,Primary,O,87 Camp Hill Road,,Somers,VIC,3927,87 CAMP HILL ROAD,,SOMERS,VIC,3927,03 5983 5546,534,Mornington Peninsula (S),145.1646,-38.3921,MULTIPOINT ((-38.3921170009186 145.164606))
vic_school_locations_2019.687,687,Government,1,4530,Upwey Primary School,Primary,O,15 Darling Avenue,,Upwey,VIC,3158,15 Darling Avenue,,UPWEY,VIC,3158,03 9754 2369,745,Yarra Ranges (S),145.3328,-37.9029,MULTIPOINT ((-37.90286736091482 145.3328027))
vic_school_locations_2019.688,688,Government,1,4543,Coburg North Primary School,Primary,O,180 O'Hea Street,,Coburg,VIC,3058,P O Box 196,,Pascoe Vale South,VIC,3044,03 9354 1660,525,Moreland (C),144.9519,-37.7362,MULTIPOINT ((-37.73617100091346 144.951854))
vic_school_locations_2019.689,689,Government,1,4568,Rosanna Primary School,Primary,O,Grandview Grove,,Rosanna,VIC,3084,P O Box 427,,ROSANNA,VIC,3084,03 9457 2592,66,Banyule (C),145.0629,-37.7354,MULTIPOINT ((-37.735395000913456 145.062899))
vic_school_locations_2019.690,690,Government,1,4582,Wantirna South Primary School,Primary,O,16 Tyner Road,,Wantirna South,VIC,3152,16 Tyner Road,,WANTIRNA SOUTH,VIC,3152,03 9801 1900,367,Knox (C),145.2373,-37.8725,MULTIPOINT ((-37.87252900091456 145.23733899999996))
vic_school_locations_2019.691,691,Government,1,4612,Strathmore Primary School,Primary,O,14-34 Lloyd Street,,Strathmore,VIC,3041,14-34 Lloyd Street,,STRATHMORE,VIC,3041,03 9379 3991,506,Moonee Valley (C),144.917,-37.7355,MULTIPOINT ((-37.73551200091346 144.917004))
vic_school_locations_2019.692,692,Government,1,4638,Balwyn North Primary School,Primary,O,Buchanan Avenue,,Balwyn North,VIC,3104,Buchanan Avenue,,BALWYN NORTH,VIC,3104,03 9859 4258,111,Boroondara (C),145.077,-37.7967,MULTIPOINT ((-37.79669900091395 145.077044))
vic_school_locations_2019.693,693,Government,1,4641,Solway Primary School,Primary,O,Winton Road,,Ashburton,VIC,3147,Winton Road,,ASHBURTON,VIC,3147,03 9885 2421,111,Boroondara (C),145.0728,-37.8732,MULTIPOINT ((-37.873238000914576 145.07283))
vic_school_locations_2019.694,694,Government,1,4642,Wangaratta West Primary School,Primary,O,47-49 Phillipson Street,,Wangaratta,VIC,3677,P O Box 169,,WANGARATTA,VIC,3676,03 5721 3491,670,Wangaratta (RC),146.3044,-36.3541,MULTIPOINT ((-36.35413000090105 146.304421))
vic_school_locations_2019.695,695,Government,1,4644,Mount Beauty Primary School,Primary,O,Lakeside Avenue,,Mount Beauty,VIC,3699,P O Box 34,,MOUNT BEAUTY,VIC,3699,03 5754 4354,11,Alpine (S),147.1716,-36.7395,MULTIPOINT ((-36.73949800090472 147.17159))
vic_school_locations_2019.696,696,Government,1,4646,Newlands Primary School,Primary,O,2-26 Murphy Street,,Preston,VIC,3072,P O Box 778 Newlands Estate,,East Coburg,VIC,3058,03 9354 2928,189,Darebin (C),144.9854,-37.7301,MULTIPOINT ((-37.73011300091341 144.985377))
vic_school_locations_2019.697,697,Government,1,4650,Newborough Primary School,Primary,O,24 Murray Road,,Newborough,VIC,3825,P O Box 54,,NEWBOROUGH,VIC,3825,03 5127 1448,381,Latrobe (C),146.2928,-38.1886,MULTIPOINT ((-38.18858200091706 146.292787))
vic_school_locations_2019.698,698,Government,1,4652,Traralgon (Stockdale Road) Primary School,Primary,O,7 Stockdale Road,,Traralgon,VIC,3844,P O Box 552,,TRARALGON,VIC,3844,03 5174 1607,381,Latrobe (C),146.5242,-38.19,MULTIPOINT ((-38.189980000917075 146.524169))
vic_school_locations_2019.699,699,Government,1,4657,Gowrie Street Primary School Shepparton,Primary,O,1-19 Gowrie Street,,Shepparton,VIC,3630,PO Box 227,,SHEPPARTON,VIC,3632,03 5821 3100,283,Greater Shepparton (C),145.3963,-36.3668,MULTIPOINT ((-36.366802000901174 145.396348))
vic_school_locations_2019.700,700,Government,1,4661,Tootgarook Primary School,Primary,O,Carmichael Street,,Tootgarook,VIC,3941,P O Box 242,,RYE,VIC,3941,03 5985 2864,534,Mornington Peninsula (S),144.8573,-38.3695,MULTIPOINT ((-38.36947700091844 144.857321))
vic_school_locations_2019.701,701,Government,1,4662,Moe (South Street) Primary School,Primary,O,34 South Street,,Moe,VIC,3825,P O Box 612,,MOE,VIC,3825,03 5127 1512,381,Latrobe (C),146.2601,-38.1832,MULTIPOINT ((-38.18318800091702 146.260064))
vic_school_locations_2019.702,702,Government,1,4663,Roslyn Primary School,Primary,O,183 Roslyn Road,,Belmont,VIC,3216,P O Box 292,,BELMONT,VIC,3216,03 5243 3538,275,Greater Geelong (C),144.3298,-38.174,MULTIPOINT ((-38.17400600091694 144.32981599999997))
vic_school_locations_2019.703,703,Government,1,4665,Newport Gardens Primary School,Primary,O,Cnr Woods St & Maddox Rd,,Newport,VIC,3015,P O Box 3183,,NEWPORT,VIC,3015,03 9391 2168,311,Hobsons Bay (C),144.8688,-37.8452,MULTIPOINT ((-37.84520900091434 144.868832))
vic_school_locations_2019.704,704,Government,1,4666,St Georges Road Primary School Shepparton,Primary,O,120 St Georges Road,,Shepparton,VIC,3630,120 St Georges Road,,SHEPPARTON,VIC,3630,03 5821 3383,283,Greater Shepparton (C),145.4057,-36.3901,MULTIPOINT ((-36.3900920009014 145.405737))
vic_school_locations_2019.705,705,Government,1,4669,Malvern Valley Primary School,Primary,O,Abbotsford Avenue,,Malvern East,VIC,3145,Abbotsford Avenue,,MALVERN EAST,VIC,3145,03 9569 5820,635,Stonnington (C),145.0815,-37.8807,MULTIPOINT ((-37.88070400091463 145.08148999999997))
vic_school_locations_2019.706,706,Government,1,4670,Newborough East Primary School,Primary,O,300 Old Sale Road,,Newborough,VIC,3825,P O Box 72,,NEWBOROUGH,VIC,3825,03 5126 1399,381,Latrobe (C),146.2938,-38.179,MULTIPOINT ((-38.179000000916986 146.29376))
vic_school_locations_2019.707,707,Government,1,4675,Belmore School,Special,O,49 Stroud Street,,Balwyn,VIC,3103,49 Stroud Street,,BALWYN,VIC,3103,03 9859 8762,111,Boroondara (C),145.0811,-37.8043,MULTIPOINT ((-37.804284000914016 145.081145))
vic_school_locations_2019.708,708,Government,1,4679,Croxton Special School,Special,O,159-165 Beaconsfield Parade,,Northcote,VIC,3070,159-165 Beaconsfield Parade,,NORTHCOTE,VIC,3070,03 9482 5482,189,Darebin (C),144.9874,-37.764,MULTIPOINT ((-37.76399724091368 144.9873978))
